location_id,date,temperature,humidity,wind_speed,solar_radiation,surface_pressure,rainfall_mm
delhi,2025-04-02,28.2,65.5,2.5,777.6,998.1,0.5
delhi,2025-04-03,28.4,56.0,2.6,756.9,999.9,0.5
delhi,2025-04-04,27.8,55.8,0.8,863.9,1001.1,0.5
delhi,2025-04-05,27.4,57.7,1.9,895.1,998.5,0.5
delhi,2025-04-06,27.9,56.8,1.5,795.4,1000.5,0.1
delhi,2025-04-07,28.3,58.5,3.1,748.2,1003.6,0.7
delhi,2025-04-08,30.0,53.0,2.3,827.0,1000.4,0.9
delhi,2025-04-09,27.4,58.2,2.7,812.2,1002.5,0.4
delhi,2025-04-10,28.4,57.1,3.7,782.1,1002.6,0.8
delhi,2025-04-11,29.3,53.2,3.2,900.8,1002.1,0.6
delhi,2025-04-12,28.1,53.7,0.7,883.1,999.2,0.3
delhi,2025-04-13,29.2,55.4,1.9,874.1,1003.2,0.1
delhi,2025-04-14,28.4,57.0,2.6,797.3,999.1,0.4
delhi,2025-04-15,29.1,49.4,3.7,827.1,1000.6,0.2
delhi,2025-04-16,32.9,53.8,2.0,830.2,1002.1,0.8
delhi,2025-04-17,32.6,50.7,1.8,870.4,998.9,0.0
delhi,2025-04-18,33.4,47.3,1.0,796.2,1000.9,0.1
delhi,2025-04-19,33.7,47.0,2.9,808.7,998.2,0.2
delhi,2025-04-20,34.8,44.4,2.9,776.4,1000.5,1.1
delhi,2025-04-21,32.3,45.7,2.1,883.8,1000.5,0.6
delhi,2025-04-22,33.2,47.4,3.6,779.6,998.6,2.5
delhi,2025-04-23,34.1,47.2,3.1,952.4,998.1,0.3
delhi,2025-04-24,33.0,51.3,3.2,867.1,1002.2,0.0
delhi,2025-04-25,30.7,50.9,3.2,886.7,1000.2,0.2
delhi,2025-04-26,32.4,55.1,1.1,934.7,1001.0,0.1
delhi,2025-04-27,31.0,59.0,3.1,859.2,997.2,0.9
delhi,2025-04-28,29.6,57.7,2.2,845.5,998.7,0.0
delhi,2025-04-29,31.2,48.1,2.7,898.7,996.5,1.7
delhi,2025-04-30,28.0,58.0,2.7,810.1,1000.3,0.3
delhi,2025-05-01,27.7,59.4,1.0,881.8,999.5,0.8
delhi,2025-05-02,28.0,59.0,3.0,796.4,1001.3,0.0
delhi,2025-05-03,29.1,59.0,4.1,811.1,998.1,0.0
delhi,2025-05-04,29.3,53.4,2.2,870.5,996.2,0.0
delhi,2025-05-05,27.9,58.5,2.9,815.2,998.8,0.4
delhi,2025-05-06,26.5,57.9,2.3,829.0,998.6,0.4
delhi,2025-05-07,28.4,52.6,1.6,945.5,996.8,0.6
delhi,2025-05-08,27.5,60.1,3.9,898.5,1000.7,1.0
delhi,2025-05-09,28.8,52.1,2.9,969.3,996.5,0.9
delhi,2025-05-10,31.9,49.6,1.8,870.9,1000.9,0.1
delhi,2025-05-11,30.4,54.4,2.0,813.7,1000.1,0.2
delhi,2025-05-12,31.0,58.6,1.9,938.3,997.4,0.1
delhi,2025-05-13,33.2,53.0,2.3,820.3,1000.8,0.6
delhi,2025-05-14,29.9,50.4,2.7,824.4,998.1,0.0
delhi,2025-05-15,30.9,55.5,1.7,817.3,994.9,0.1
delhi,2025-05-16,35.4,42.4,4.1,837.7,998.5,1.5
delhi,2025-05-17,33.5,55.6,3.9,794.2,996.1,0.1
delhi,2025-05-18,34.6,50.8,2.6,845.9,1000.1,0.4
delhi,2025-05-19,35.6,43.3,2.6,924.7,998.3,0.3
delhi,2025-05-20,36.7,40.4,1.9,892.0,1000.4,0.0
delhi,2025-05-21,37.1,46.3,3.0,894.8,997.8,0.1
delhi,2025-05-22,37.9,41.2,4.6,913.3,998.3,0.3
delhi,2025-05-23,38.1,50.8,1.8,860.8,997.6,0.0
delhi,2025-05-24,37.5,41.6,2.0,886.1,998.7,0.4
delhi,2025-05-25,38.4,47.5,2.7,953.7,998.9,0.0
delhi,2025-05-26,39.2,43.5,1.4,918.6,999.9,0.0
delhi,2025-05-27,39.7,34.3,2.6,865.4,998.1,0.0
delhi,2025-05-28,38.5,40.1,2.1,889.9,998.2,0.0
delhi,2025-05-29,38.5,41.5,2.7,861.9,997.6,0.0
delhi,2025-05-30,39.5,41.5,2.9,903.4,1001.7,0.0
delhi,2025-05-31,39.0,34.9,2.6,917.6,997.7,0.0
delhi,2025-06-01,37.0,44.9,1.6,991.8,992.1,0.0
delhi,2025-06-02,36.8,50.9,3.0,858.8,994.2,0.1
delhi,2025-06-03,35.5,57.3,1.8,841.1,998.3,0.9
delhi,2025-06-04,35.0,48.8,2.5,933.3,996.2,0.2
delhi,2025-06-05,37.2,45.3,2.8,924.1,997.5,0.1
delhi,2025-06-06,33.3,52.1,0.5,863.4,1000.4,0.1
delhi,2025-06-07,32.5,49.2,3.4,826.7,994.7,0.3
delhi,2025-06-08,36.5,48.0,1.9,912.5,996.7,0.8
delhi,2025-06-09,35.3,54.2,3.0,958.1,996.5,0.1
delhi,2025-06-10,33.0,51.9,4.5,826.3,996.9,0.7
delhi,2025-06-11,33.6,49.4,3.2,1026.0,998.1,1.1
delhi,2025-06-12,35.7,47.3,3.2,906.8,999.5,0.7
delhi,2025-06-13,34.2,45.5,2.0,885.9,997.8,0.4
delhi,2025-06-14,33.9,49.4,1.5,890.2,994.9,0.3
delhi,2025-06-15,35.4,50.9,4.0,964.4,997.7,2.9
delhi,2025-06-16,37.0,45.8,2.3,887.1,995.2,0.1
delhi,2025-06-17,35.5,49.8,3.1,969.3,995.0,0.1
delhi,2025-06-18,37.4,43.2,2.8,966.3,998.0,0.6
delhi,2025-06-19,38.5,39.0,2.9,1014.5,996.5,0.0
delhi,2025-06-20,37.2,49.4,3.1,909.9,993.6,0.2
delhi,2025-06-21,39.6,43.6,2.8,950.0,995.7,0.0
delhi,2025-06-22,41.2,36.2,2.4,888.8,996.3,0.0
delhi,2025-06-23,41.8,38.2,3.1,918.4,997.1,0.0
delhi,2025-06-24,41.6,38.2,2.8,942.0,992.1,0.0
delhi,2025-06-25,43.0,32.6,2.8,959.0,998.6,0.0
delhi,2025-06-26,44.7,32.4,2.8,996.5,997.9,0.0
delhi,2025-06-27,44.8,33.1,2.6,939.2,998.5,0.0
delhi,2025-06-28,45.1,33.1,3.5,978.5,994.3,0.0
delhi,2026-03-01,27.7,57.8,2.9,792.0,1004.4,0.2
delhi,2026-03-02,27.0,58.6,1.8,755.3,1002.3,0.5
delhi,2026-03-03,26.3,61.8,2.1,820.9,1002.7,0.2
delhi,2026-03-04,25.2,51.3,3.3,755.8,1003.9,0.4
delhi,2026-03-05,27.4,65.7,1.2,667.3,1000.6,0.9
delhi,2026-03-06,28.3,50.9,2.3,762.5,1005.1,0.2
delhi,2026-03-07,26.0,60.4,2.2,692.6,1000.3,0.1
delhi,2026-03-08,26.2,60.2,3.1,763.4,999.6,0.2
delhi,2026-03-09,25.9,62.5,3.5,740.9,1000.2,0.6
delhi,2026-03-10,26.6,59.3,3.7,764.5,1002.1,2.2
delhi,2026-03-11,26.8,59.9,1.7,831.8,1002.8,0.2
delhi,2026-03-12,25.8,62.2,1.4,735.4,998.1,0.2
delhi,2026-03-13,26.5,58.9,1.7,711.4,1002.3,0.1
delhi,2026-03-14,27.0,61.4,2.1,731.4,1001.5,1.6
delhi,2026-03-15,27.0,58.5,2.5,757.1,1001.0,0.2
delhi,2026-03-16,25.3,65.8,0.7,799.4,999.5,0.1
delhi,2026-03-17,27.5,62.0,1.7,797.7,999.5,0.2
delhi,2026-03-18,26.8,59.3,2.8,806.2,1000.9,0.1
delhi,2026-03-19,26.9,60.4,2.0,838.6,998.7,0.1
delhi,2026-03-20,27.8,53.3,1.6,711.6,1003.7,0.1
delhi,2026-03-21,26.1,59.6,2.0,747.8,1003.0,0.5
delhi,2026-03-22,28.5,55.3,2.9,855.5,1000.7,0.1
delhi,2026-03-23,26.8,59.2,1.4,816.2,999.5,0.1
delhi,2026-03-24,27.0,55.3,2.5,812.0,1000.4,0.1
delhi,2026-03-25,27.4,62.9,1.4,797.9,998.6,0.7
delhi,2026-03-26,27.2,61.7,3.7,779.7,997.4,0.1
delhi,2026-03-27,25.6,58.0,2.4,820.1,996.3,1.2
delhi,2026-03-28,27.9,56.0,3.4,852.6,1000.2,0.2
delhi,2026-03-29,28.0,59.5,2.1,790.2,1003.9,0.3
delhi,2026-03-30,28.9,52.1,2.9,813.2,1003.8,0.1
delhi,2026-03-31,26.2,60.3,2.4,827.4,1002.4,0.4
delhi,2026-04-01,28.6,53.0,2.4,839.3,998.1,0.9
delhi,2026-04-02,28.6,63.2,3.2,841.4,1000.5,0.2
delhi,2026-04-03,28.2,61.7,2.1,722.7,1003.4,0.3
delhi,2026-04-04,28.6,58.8,2.3,742.7,1001.3,0.4
delhi,2026-04-05,28.7,59.5,1.0,828.9,1002.0,0.3
delhi,2026-04-06,27.6,60.1,2.7,715.5,1004.2,0.1
delhi,2026-04-07,26.8,60.1,2.6,747.9,1000.9,0.5
delhi,2026-04-08,31.6,48.1,2.7,709.2,1001.2,0.1
delhi,2026-04-09,27.7,55.4,4.0,837.2,996.6,0.2
delhi,2026-04-10,26.5,59.0,3.8,834.7,998.3,1.8
delhi,2026-04-11,29.1,56.0,1.2,780.3,999.7,0.1
delhi,2026-04-12,28.8,51.2,1.7,829.9,999.7,0.9
delhi,2026-04-13,27.3,58.8,2.1,905.9,1003.5,0.2
delhi,2026-04-14,28.2,56.7,3.8,863.4,1001.5,0.3
delhi,2026-04-15,29.0,52.6,1.6,868.7,999.7,0.5
delhi,2026-04-16,34.1,47.2,3.1,967.4,999.5,0.5
delhi,2026-04-17,32.8,51.3,3.1,839.4,997.6,0.7
delhi,2026-04-18,34.2,49.8,1.7,845.9,997.6,1.2
delhi,2026-04-19,34.5,44.6,2.0,823.5,1002.8,0.1
delhi,2026-04-20,32.9,42.6,2.2,818.1,1000.8,0.3
delhi,2026-04-21,33.1,50.1,2.1,839.0,999.6,0.0
delhi,2026-04-22,33.8,47.8,1.6,907.7,999.2,0.2
delhi,2026-04-23,33.1,52.9,3.1,830.3,998.1,0.2
delhi,2026-04-24,31.8,53.3,2.3,907.8,998.9,1.5
delhi,2026-04-25,30.3,52.2,3.6,787.5,1003.5,0.7
delhi,2026-04-26,30.4,50.2,2.0,836.5,1001.1,0.1
delhi,2026-04-27,31.3,59.8,2.0,851.8,993.9,0.0
delhi,2026-04-28,29.7,53.9,2.5,863.6,1000.9,0.6
delhi,2026-04-29,29.6,55.1,3.4,730.5,998.0,1.7
delhi,2026-04-30,28.8,61.3,2.6,812.7,1001.0,0.1
delhi,2026-05-01,29.7,48.0,2.6,909.0,998.8,0.2
delhi,2026-05-02,29.1,53.5,1.3,845.3,997.9,1.4
delhi,2026-05-03,27.8,57.9,3.3,806.4,1000.8,0.1
delhi,2026-05-04,30.1,52.0,2.2,853.5,999.6,0.3
delhi,2026-05-05,30.4,58.0,2.3,843.0,1000.2,0.5
delhi,2026-05-06,28.1,53.5,1.7,811.5,998.9,0.0
delhi,2026-05-07,26.9,52.8,2.6,832.6,998.1,0.2
delhi,2026-05-08,28.4,59.6,4.0,839.2,999.2,0.4
delhi,2026-05-09,28.5,67.3,2.5,877.2,995.5,0.6
delhi,2026-05-10,27.8,63.7,2.0,891.9,995.4,0.3
delhi,2026-05-11,31.5,54.2,3.6,922.0,997.4,0.1
delhi,2026-05-12,30.8,62.6,2.9,867.1,1000.6,0.1
delhi,2026-05-13,31.6,59.1,3.0,833.8,997.9,0.3
delhi,2026-05-14,32.9,49.5,2.5,898.0,998.9,0.6
delhi,2026-05-15,32.1,45.6,1.5,870.1,994.3,0.2
delhi,2026-05-16,33.8,50.8,4.2,801.1,1000.5,0.5
delhi,2026-05-17,34.0,49.6,2.0,837.1,999.5,0.9
delhi,2026-05-18,36.7,38.8,1.7,886.3,996.1,0.1
delhi,2026-05-19,35.5,44.4,1.5,896.3,997.9,1.5
delhi,2026-05-20,36.7,43.1,2.5,796.0,999.0,0.9
delhi,2026-05-21,36.5,43.7,2.4,798.9,996.1,0.6
delhi,2026-05-22,37.4,47.5,3.9,866.6,999.3,0.5
delhi,2026-05-23,40.0,39.2,1.1,931.4,994.2,0.0
delhi,2026-05-24,39.1,50.5,0.9,885.9,997.8,0.0
delhi,2026-05-25,38.2,38.3,2.4,861.5,998.4,0.0
delhi,2026-05-26,38.7,43.1,3.3,915.6,1001.4,0.0
delhi,2026-05-27,36.6,45.5,2.2,888.8,996.0,0.2
delhi,2026-05-28,40.0,42.6,0.6,998.8,998.2,0.0
delhi,2026-05-29,39.0,38.8,2.7,868.0,996.7,0.0
delhi,2026-05-30,38.7,44.3,2.9,941.0,998.1,0.0
delhi,2026-05-31,36.8,41.2,1.7,955.7,999.3,0.9
delhi,2026-06-01,38.1,39.4,2.1,899.8,999.6,0.0
delhi,2026-06-02,39.2,40.8,2.0,943.8,997.2,0.0
delhi,2026-06-03,36.1,46.0,2.4,918.2,992.9,0.6
delhi,2026-06-04,37.4,40.3,1.6,925.9,995.6,0.0
delhi,2026-06-05,35.8,50.2,1.9,906.1,999.2,0.1
delhi,2026-06-06,35.3,45.7,2.9,843.8,997.6,0.1
delhi,2026-06-07,35.8,38.2,2.7,897.4,994.6,0.1
delhi,2026-06-08,35.2,52.3,2.7,857.1,994.4,0.5
delhi,2026-06-09,36.2,47.8,1.7,948.2,995.3,0.1
delhi,2026-06-10,34.9,48.1,2.8,934.5,999.5,0.5
delhi,2026-06-11,35.1,49.1,3.2,851.6,997.3,0.0
delhi,2026-06-12,34.9,44.3,2.9,920.0,993.7,1.2
delhi,2026-06-13,34.8,54.3,1.5,957.1,997.7,0.5
delhi,2026-06-14,36.2,37.0,1.5,877.1,994.0,0.4
delhi,2026-06-15,36.0,44.8,2.7,889.5,996.6,1.5
delhi,2026-06-16,37.1,42.0,1.8,919.4,994.8,0.8
delhi,2026-06-17,38.0,38.0,4.1,950.8,998.7,0.2
delhi,2026-06-18,36.8,45.5,3.3,956.7,994.8,0.6
delhi,2026-06-19,37.9,43.7,2.6,937.7,999.5,0.3
delhi,2026-06-20,38.3,44.0,3.0,930.0,996.3,0.0
delhi,2026-06-21,41.2,41.6,3.2,888.4,996.2,0.0
delhi,2026-06-22,41.1,36.2,3.0,884.8,999.8,0.0
delhi,2026-06-23,42.4,34.1,3.2,878.5,999.2,0.0
delhi,2026-06-24,42.2,39.9,2.0,904.2,995.8,0.0
delhi,2026-06-25,42.7,39.3,2.7,894.1,996.2,0.0
delhi,2026-06-26,45.3,36.1,3.2,922.0,994.0,0.0
delhi,2026-06-27,45.4,23.2,2.5,954.6,995.5,0.0
delhi,2026-06-28,46.8,28.9,3.2,1030.1,998.7,0.0
ahmedabad,2022-03-01,27.3,61.0,3.0,708.1,1002.1,0.1
ahmedabad,2022-03-02,28.6,54.8,2.8,693.1,1006.5,0.4
ahmedabad,2022-03-03,27.2,66.1,1.8,791.9,1002.6,0.1
ahmedabad,2022-03-04,26.3,59.3,3.5,785.0,1001.1,0.6
ahmedabad,2022-03-05,28.2,52.8,0.9,615.1,1003.4,0.8
ahmedabad,2022-03-06,27.3,58.1,4.6,750.3,999.0,0.1
ahmedabad,2022-03-07,27.7,60.9,3.1,867.7,1001.1,0.1
ahmedabad,2022-03-08,29.8,52.5,3.1,745.5,999.3,1.3
ahmedabad,2022-03-09,26.9,59.8,3.0,681.8,1002.6,0.1
ahmedabad,2022-03-10,28.5,61.4,3.8,706.3,1000.0,2.2
ahmedabad,2022-03-11,26.7,62.6,1.9,719.2,998.6,0.0
ahmedabad,2022-03-12,26.6,58.9,2.7,790.0,1000.4,0.5
ahmedabad,2022-03-13,26.9,53.9,3.0,798.9,1002.6,0.3
ahmedabad,2022-03-14,29.4,57.9,2.9,800.0,1000.2,0.9
ahmedabad,2022-03-15,30.3,59.3,3.1,778.9,1003.3,0.0
ahmedabad,2022-03-16,30.1,51.7,2.5,776.7,1005.2,0.7
ahmedabad,2022-03-17,27.0,61.4,2.7,824.6,999.6,0.5
ahmedabad,2022-03-18,27.5,46.4,2.6,750.6,1001.9,0.4
ahmedabad,2022-03-19,29.2,55.2,2.3,759.7,1000.0,0.5
ahmedabad,2022-03-20,27.6,61.2,1.5,820.7,999.1,1.0
ahmedabad,2022-03-21,27.1,58.3,3.3,823.2,1001.0,0.8
ahmedabad,2022-03-22,29.0,56.7,3.0,838.9,1000.3,0.3
ahmedabad,2022-03-23,28.6,58.3,1.1,737.7,1006.4,0.1
ahmedabad,2022-03-24,29.9,52.2,2.3,744.1,999.8,0.3
ahmedabad,2022-03-25,26.4,63.4,2.9,787.1,998.0,0.1
ahmedabad,2022-03-26,28.3,60.2,1.8,788.8,1000.1,0.7
ahmedabad,2022-03-27,29.3,52.8,2.7,780.9,1003.3,0.2
ahmedabad,2022-03-28,27.4,61.6,2.3,709.6,1001.3,0.6
ahmedabad,2022-03-29,29.4,58.4,1.0,801.3,999.7,0.2
ahmedabad,2022-03-30,30.4,53.6,1.8,807.7,1001.7,0.8
ahmedabad,2022-03-31,28.4,59.3,0.5,927.5,1001.6,0.4
ahmedabad,2022-04-01,29.1,53.6,2.8,787.9,1001.0,0.2
ahmedabad,2022-04-02,29.0,49.8,2.7,801.5,1000.7,0.0
ahmedabad,2022-04-03,30.4,64.8,3.4,782.3,999.4,0.2
ahmedabad,2022-04-04,28.6,61.0,3.3,875.4,998.6,0.1
ahmedabad,2022-04-05,29.8,56.1,2.2,845.8,999.9,0.5
ahmedabad,2022-04-06,28.9,56.2,1.6,809.5,996.8,0.7
ahmedabad,2022-04-07,29.9,49.6,1.3,830.7,999.3,0.6
ahmedabad,2022-04-08,29.9,51.9,2.1,879.6,1001.8,0.4
ahmedabad,2022-04-09,28.6,58.8,3.3,859.5,1000.8,1.1
ahmedabad,2022-04-10,30.4,60.1,2.9,791.6,999.1,0.3
ahmedabad,2022-04-11,28.9,56.4,2.3,925.6,1001.7,0.5
ahmedabad,2022-04-12,30.0,59.9,3.3,750.0,1001.1,0.0
ahmedabad,2022-04-13,31.3,48.0,3.1,872.9,999.0,0.1
ahmedabad,2022-04-14,31.0,57.4,2.8,753.9,999.4,1.7
ahmedabad,2022-04-15,30.2,56.8,2.4,865.0,999.0,1.1
ahmedabad,2022-04-16,33.4,54.4,2.3,899.3,1002.8,0.2
ahmedabad,2022-04-17,33.6,51.4,0.7,802.8,1001.9,0.4
ahmedabad,2022-04-18,34.9,47.1,3.0,911.8,999.2,0.5
ahmedabad,2022-04-19,35.2,44.5,2.3,787.8,994.7,0.0
ahmedabad,2022-04-20,35.3,43.7,2.2,810.7,995.9,0.1
ahmedabad,2022-04-21,35.5,45.5,3.5,826.3,998.8,2.0
ahmedabad,2022-04-22,33.9,48.2,2.6,811.1,995.2,1.5
ahmedabad,2022-04-23,33.7,43.1,2.3,714.8,996.0,0.4
ahmedabad,2022-04-24,34.3,48.6,1.5,902.7,1000.8,1.7
ahmedabad,2022-04-25,33.5,47.9,2.5,828.8,996.0,0.5
ahmedabad,2022-04-26,32.5,44.5,2.4,802.7,1000.9,2.3
ahmedabad,2022-04-27,29.7,52.8,1.0,866.5,1000.8,1.1
ahmedabad,2022-04-28,29.7,51.0,3.1,847.6,998.8,1.0
ahmedabad,2022-04-29,30.0,47.4,1.5,855.5,999.5,0.4
ahmedabad,2022-04-30,28.8,55.9,3.0,772.2,999.4,1.1
ahmedabad,2022-05-01,29.7,62.4,4.1,765.0,999.4,0.0
ahmedabad,2022-05-02,29.3,58.1,2.6,817.7,995.3,1.2
ahmedabad,2022-05-03,27.9,56.2,2.4,791.2,997.2,0.6
ahmedabad,2022-05-04,30.0,57.0,2.7,860.6,999.6,0.4
ahmedabad,2022-05-05,27.9,59.1,1.7,975.3,998.1,0.0
ahmedabad,2022-05-06,28.9,58.7,3.8,830.5,995.5,0.3
ahmedabad,2022-05-07,28.3,54.9,3.0,859.1,997.0,0.0
ahmedabad,2022-05-08,30.0,58.4,2.8,886.0,995.4,0.9
ahmedabad,2022-05-09,29.4,58.4,2.0,843.8,1000.7,0.9
ahmedabad,2022-05-10,30.4,53.6,3.1,882.9,1003.1,0.1
ahmedabad,2022-05-11,29.4,56.4,1.8,810.0,998.5,0.3
ahmedabad,2022-05-12,31.7,52.5,3.1,918.7,997.4,0.7
ahmedabad,2022-05-13,32.0,47.4,2.7,940.1,996.4,0.4
ahmedabad,2022-05-14,33.3,50.1,2.7,851.0,997.9,0.2
ahmedabad,2022-05-15,34.4,49.4,2.0,834.9,993.3,0.0
ahmedabad,2022-05-16,33.2,48.5,3.3,859.8,996.5,0.1
ahmedabad,2022-05-17,35.7,50.5,4.4,792.9,1000.6,0.8
ahmedabad,2022-05-18,36.8,40.5,2.4,900.0,998.8,0.1
ahmedabad,2022-05-19,38.0,43.1,0.6,852.9,998.7,0.3
ahmedabad,2022-05-20,37.7,45.1,3.0,931.2,1001.6,0.3
ahmedabad,2022-05-21,37.8,52.1,2.8,918.8,997.4,0.4
ahmedabad,2022-05-22,40.0,42.6,3.3,886.0,996.7,0.0
ahmedabad,2022-05-23,40.1,36.0,2.1,865.0,994.9,0.0
ahmedabad,2022-05-24,39.6,37.6,1.2,991.1,1000.3,0.0
ahmedabad,2022-05-25,40.6,43.9,1.8,946.3,996.7,0.0
ahmedabad,2022-05-26,41.6,48.0,1.5,928.3,996.9,0.0
ahmedabad,2022-05-27,39.0,38.4,2.6,862.9,999.0,0.0
ahmedabad,2022-05-28,41.8,39.0,1.5,964.8,996.4,0.0
ahmedabad,2022-05-29,40.5,33.3,1.8,964.5,997.2,0.0
ahmedabad,2022-05-30,40.4,40.5,2.3,884.4,999.2,0.0
ahmedabad,2022-05-31,40.5,38.7,1.8,863.7,995.5,0.0
ahmedabad,2022-06-01,38.2,43.5,2.0,890.3,994.4,0.0
ahmedabad,2022-06-02,39.1,42.2,1.5,959.2,997.8,0.0
ahmedabad,2022-06-03,37.6,44.5,2.9,819.3,996.2,0.0
ahmedabad,2022-06-04,37.4,39.9,1.7,893.5,996.6,0.2
ahmedabad,2022-06-05,36.1,47.6,1.1,881.9,996.5,2.3
ahmedabad,2022-06-06,36.3,48.0,0.5,968.5,995.3,1.0
ahmedabad,2022-06-07,35.8,49.9,1.2,868.1,993.5,1.6
ahmedabad,2022-06-08,35.8,43.5,2.5,903.2,996.4,0.3
ahmedabad,2022-06-09,35.4,53.3,1.5,860.4,994.8,0.1
ahmedabad,2022-06-10,37.6,45.4,2.5,892.1,998.0,0.1
ahmedabad,2022-06-11,36.5,45.3,3.6,844.4,994.2,0.5
ahmedabad,2022-06-12,34.3,50.4,2.3,890.2,997.2,1.2
ahmedabad,2022-06-13,34.8,46.2,2.9,927.9,995.1,0.5
ahmedabad,2022-06-14,35.9,40.8,2.3,954.3,995.4,0.2
ahmedabad,2022-06-15,36.3,37.6,2.0,867.7,996.8,0.3
ahmedabad,2022-06-16,34.8,42.0,2.2,862.6,998.2,0.0
ahmedabad,2022-06-17,37.8,48.0,2.8,927.0,995.4,0.2
ahmedabad,2022-06-18,37.4,44.8,3.1,965.7,996.3,0.0
ahmedabad,2022-06-19,38.9,42.1,3.9,877.9,998.5,0.0
ahmedabad,2022-06-20,39.9,36.0,2.3,933.2,997.8,0.0
ahmedabad,2022-06-21,39.0,41.4,2.7,949.1,995.7,0.0
ahmedabad,2022-06-22,42.3,35.1,2.1,929.8,999.6,0.0
ahmedabad,2022-06-23,42.3,40.9,4.1,962.5,996.5,0.0
ahmedabad,2022-06-24,44.4,33.9,2.8,906.1,995.5,0.0
ahmedabad,2022-06-25,44.1,42.2,2.8,879.5,995.9,0.0
ahmedabad,2022-06-26,46.9,32.5,2.9,953.3,993.4,0.0
ahmedabad,2022-06-27,45.0,22.4,2.3,939.6,996.4,0.0
ahmedabad,2022-06-28,46.9,34.4,1.3,973.6,997.3,0.0
ahmedabad,2023-03-01,26.9,57.0,3.1,719.3,1000.3,0.4
ahmedabad,2023-03-02,28.1,57.0,2.0,768.2,1005.2,0.8
ahmedabad,2023-03-03,26.6,58.7,1.5,801.0,1005.3,0.3
ahmedabad,2023-03-04,28.4,64.2,0.6,811.3,1003.1,0.3
ahmedabad,2023-03-05,27.5,61.3,2.4,684.1,1002.0,1.3
ahmedabad,2023-03-06,24.5,64.1,2.3,778.2,1001.2,1.2
ahmedabad,2023-03-07,28.8,59.6,2.7,710.1,1001.7,0.1
ahmedabad,2023-03-08,26.6,68.0,1.6,762.0,1000.0,0.1
ahmedabad,2023-03-09,29.4,57.5,3.4,727.1,1000.3,0.5
ahmedabad,2023-03-10,28.7,57.8,2.9,748.0,999.8,0.4
ahmedabad,2023-03-11,27.9,60.0,2.3,761.5,1001.1,0.6
ahmedabad,2023-03-12,28.6,57.4,1.4,777.5,1000.6,0.4
ahmedabad,2023-03-13,27.3,48.8,2.4,753.7,1002.2,0.2
ahmedabad,2023-03-14,27.4,58.7,1.5,802.3,1002.1,0.5
ahmedabad,2023-03-15,27.2,62.7,2.6,788.3,999.7,0.3
ahmedabad,2023-03-16,28.6,55.8,2.9,778.7,1003.9,0.3
ahmedabad,2023-03-17,27.4,65.2,3.7,823.6,1000.8,1.0
ahmedabad,2023-03-18,27.8,57.9,1.2,764.6,1002.9,0.7
ahmedabad,2023-03-19,28.1,51.9,2.1,708.2,1002.5,0.1
ahmedabad,2023-03-20,28.9,56.8,0.6,840.7,1005.2,0.3
ahmedabad,2023-03-21,28.4,62.8,2.8,758.4,999.1,0.4
ahmedabad,2023-03-22,27.6,51.7,1.4,774.4,1003.8,0.1
ahmedabad,2023-03-23,28.7,52.8,3.9,812.9,1000.1,1.1
ahmedabad,2023-03-24,28.4,55.0,2.4,687.4,1001.9,0.3
ahmedabad,2023-03-25,27.7,66.0,2.6,738.2,1002.5,0.1
ahmedabad,2023-03-26,28.9,55.8,2.8,777.4,1002.0,0.4
ahmedabad,2023-03-27,27.9,55.7,2.1,732.6,996.3,0.2
ahmedabad,2023-03-28,29.0,56.3,2.2,776.0,1002.1,0.0
ahmedabad,2023-03-29,28.1,58.2,2.8,747.0,1000.6,0.4
ahmedabad,2023-03-30,28.8,58.8,3.1,736.1,1000.5,1.9
ahmedabad,2023-03-31,30.3,49.1,2.3,747.9,1001.6,0.0
ahmedabad,2023-04-01,28.3,49.9,2.7,772.3,1000.1,2.3
ahmedabad,2023-04-02,29.7,55.1,2.7,722.2,1004.2,0.0
ahmedabad,2023-04-03,28.5,54.1,3.0,734.5,1001.1,1.0
ahmedabad,2023-04-04,28.0,55.3,2.9,911.6,1000.0,0.6
ahmedabad,2023-04-05,27.0,58.2,1.1,900.9,999.7,1.4
ahmedabad,2023-04-06,32.5,50.2,2.9,777.5,1000.8,0.6
ahmedabad,2023-04-07,27.4,58.6,3.5,805.4,995.5,0.4
ahmedabad,2023-04-08,29.8,51.9,0.6,847.5,998.5,0.3
ahmedabad,2023-04-09,30.3,52.0,2.3,908.1,998.2,0.0
ahmedabad,2023-04-10,29.6,55.1,1.6,857.7,1000.4,0.4
ahmedabad,2023-04-11,28.7,59.6,1.6,745.5,1003.7,0.3
ahmedabad,2023-04-12,32.9,46.7,1.8,791.7,1000.4,0.1
ahmedabad,2023-04-13,31.7,48.8,0.5,782.2,999.3,0.2
ahmedabad,2023-04-14,29.9,48.0,2.0,793.3,998.5,0.2
ahmedabad,2023-04-15,29.4,50.5,3.5,849.4,1003.3,0.1
ahmedabad,2023-04-16,32.0,57.6,3.0,751.6,996.7,0.1
ahmedabad,2023-04-17,32.9,53.5,2.3,758.8,996.8,0.2
ahmedabad,2023-04-18,33.1,54.7,2.5,884.6,999.5,0.6
ahmedabad,2023-04-19,33.9,48.4,1.6,703.5,999.4,0.6
ahmedabad,2023-04-20,35.7,48.1,2.3,788.7,1001.1,1.0
